,procesdag,cust_id,aantal_pakketten,aantal_pakketten_volgende_dag
2270,1/15/2016,klant_3,4,0
2271,1/15/2016,klant_4,0,0
2272,1/15/2016,klant_5,0,0
2273,1/15/2016,klant_6,0,0
2274,1/16/2016,klant_1,0,6
2275,1/16/2016,klant_2,0,0
2276,1/16/2016,klant_3,0,0
2277,1/16/2016,klant_4,0,0
2278,1/16/2016,klant_5,0,0
2279,1/16/2016,klant_6,0,0
2280,1/17/2016,klant_1,6,8864
2281,1/17/2016,klant_2,0,5480
2282,1/17/2016,klant_3,0,4
2283,1/17/2016,klant_4,0,0
2284,1/17/2016,klant_5,0,0
2285,1/17/2016,klant_6,0,0
2286,1/18/2016,klant_1,8864,6827
2287,1/18/2016,klant_2,5480,2264
2288,1/18/2016,klant_3,4,4
2289,1/18/2016,klant_4,0,0
2290,1/18/2016,klant_5,0,0
2291,1/18/2016,klant_6,0,0
2292,1/19/2016,klant_1,6827,6304
2293,1/19/2016,klant_2,2264,1363
2294,1/19/2016,klant_3,4,3
2295,1/19/2016,klant_4,0,0
2296,1/19/2016,klant_5,0,0
2297,1/19/2016,klant_6,0,0
2298,1/20/2016,klant_1,6304,6572
2299,1/20/2016,klant_2,1363,1860
2300,1/20/2016,klant_3,3,5
2301,1/20/2016,klant_4,0,0
2302,1/20/2016,klant_5,0,0
2303,1/20/2016,klant_6,0,0
2304,1/21/2016,klant_1,6572,4866
2305,1/21/2016,klant_2,1860,2207
2306,1/21/2016,klant_3,5,6
2307,1/21/2016,klant_4,0,0
2308,1/21/2016,klant_5,0,0
2309,1/21/2016,klant_6,0,0
2310,1/22/2016,klant_1,4866,0
2311,1/22/2016,klant_2,2207,0
2312,1/22/2016,klant_3,6,0
2313,1/22/2016,klant_4,0,0
2314,1/22/2016,klant_5,0,0
2315,1/22/2016,klant_6,0,0
2316,1/23/2016,klant_1,0,131
2317,1/23/2016,klant_2,0,2
2318,1/23/2016,klant_3,0,0
2319,1/23/2016,klant_4,0,0
2320,1/23/2016,klant_5,0,0
2321,1/23/2016,klant_6,0,0
2322,1/24/2016,klant_1,131,8136
2323,1/24/2016,klant_2,2,6191
2324,1/24/2016,klant_3,0,11
2325,1/24/2016,klant_4,0,0
2326,1/24/2016,klant_5,0,0
2327,1/24/2016,klant_6,0,0
2328,1/25/2016,klant_1,8136,6721
2329,1/25/2016,klant_2,6191,2722
2330,1/25/2016,klant_3,11,10
2331,1/25/2016,klant_4,0,0
2332,1/25/2016,klant_5,0,0
2333,1/25/2016,klant_6,0,0
2334,1/26/2016,klant_1,6721,6193
2335,1/26/2016,klant_2,2722,1746
2336,1/26/2016,klant_3,10,4
2337,1/26/2016,klant_4,0,0
2338,1/26/2016,klant_5,0,0
2339,1/26/2016,klant_6,0,0
2340,1/27/2016,klant_1,6193,6031
2341,1/27/2016,klant_2,1746,1779
2342,1/27/2016,klant_3,4,3
2343,1/27/2016,klant_4,0,0
2344,1/27/2016,klant_5,0,0
2345,1/27/2016,klant_6,0,0
2346,1/28/2016,klant_1,6031,5532
2347,1/28/2016,klant_2,1779,2135
2348,1/28/2016,klant_3,3,1
2349,1/28/2016,klant_4,0,0
2350,1/28/2016,klant_5,0,0
2351,1/28/2016,klant_6,0,0
2352,1/29/2016,klant_1,5532,0
2353,1/29/2016,klant_2,2135,0
2354,1/29/2016,klant_3,1,0
2355,1/29/2016,klant_4,0,0
2356,1/29/2016,klant_5,0,0
2357,1/29/2016,klant_6,0,0
2358,1/30/2016,klant_1,0,146
2359,1/30/2016,klant_2,0,0
2360,1/30/2016,klant_3,0,0
2361,1/30/2016,klant_4,0,0
2362,1/30/2016,klant_5,0,0
2363,1/30/2016,klant_6,0,0
2364,1/31/2016,klant_1,146,7040
2365,1/31/2016,klant_2,0,4348
2366,1/31/2016,klant_3,0,7
2367,1/31/2016,klant_4,0,0
2368,1/31/2016,klant_5,0,0
2369,1/31/2016,klant_6,0,0
2370,2/1/2016,klant_1,7040,6613
2371,2/1/2016,klant_2,4348,4650
2372,2/1/2016,klant_3,7,4
2373,2/1/2016,klant_4,0,0
2374,2/1/2016,klant_5,0,0
2375,2/1/2016,klant_6,0,0
2376,2/2/2016,klant_1,6613,5969
2377,2/2/2016,klant_2,4650,2631
2378,2/2/2016,klant_3,4,4
2379,2/2/2016,klant_4,0,0
2380,2/2/2016,klant_5,0,0
2381,2/2/2016,klant_6,0,0
2382,2/3/2016,klant_1,5969,5669
2383,2/3/2016,klant_2,2631,1775
2384,2/3/2016,klant_3,4,4
2385,2/3/2016,klant_4,0,0
2386,2/3/2016,klant_5,0,0
2387,2/3/2016,klant_6,0,0
2388,2/4/2016,klant_1,5669,5420
2389,2/4/2016,klant_2,1775,3070
2390,2/4/2016,klant_3,4,5
2391,2/4/2016,klant_4,0,0
2392,2/4/2016,klant_5,0,0
2393,2/4/2016,klant_6,0,0
2394,2/5/2016,klant_1,5420,0
2395,2/5/2016,klant_2,3070,0
2396,2/5/2016,klant_3,5,0
2397,2/5/2016,klant_4,0,0
2398,2/5/2016,klant_5,0,0
2399,2/5/2016,klant_6,0,0
2400,2/6/2016,klant_1,0,57
2401,2/6/2016,klant_2,0,1
2402,2/6/2016,klant_3,0,0
2403,2/6/2016,klant_4,0,0
2404,2/6/2016,klant_5,0,0
2405,2/6/2016,klant_6,0,0
2406,2/7/2016,klant_1,57,5902
2407,2/7/2016,klant_2,1,5458
2408,2/7/2016,klant_3,0,7
2409,2/7/2016,klant_4,0,0
2410,2/7/2016,klant_5,0,0
2411,2/7/2016,klant_6,0,0
2412,2/8/2016,klant_1,5902,7443
2413,2/8/2016,klant_2,5458,2152
2414,2/8/2016,klant_3,7,4
2415,2/8/2016,klant_4,0,0
2416,2/8/2016,klant_5,0,0
2417,2/8/2016,klant_6,0,0
2418,2/9/2016,klant_1,7443,7618
2419,2/9/2016,klant_2,2152,1785
2420,2/9/2016,klant_3,4,3
2421,2/9/2016,klant_4,0,0
2422,2/9/2016,klant_5,0,0
2423,2/9/2016,klant_6,0,0
2424,2/10/2016,klant_1,7618,5776
2425,2/10/2016,klant_2,1785,2515
2426,2/10/2016,klant_3,3,4
2427,2/10/2016,klant_4,0,0
2428,2/10/2016,klant_5,0,0
2429,2/10/2016,klant_6,0,0
2430,2/11/2016,klant_1,5776,4063
2431,2/11/2016,klant_2,2515,2239
2432,2/11/2016,klant_3,4,6
2433,2/11/2016,klant_4,0,0
2434,2/11/2016,klant_5,0,0
2435,2/11/2016,klant_6,0,0
2436,2/12/2016,klant_1,4063,0
2437,2/12/2016,klant_2,2239,0
2438,2/12/2016,klant_3,6,0
2439,2/12/2016,klant_4,0,0
2440,2/12/2016,klant_5,0,0
2441,2/12/2016,klant_6,0,0
2442,2/13/2016,klant_1,0,46
2443,2/13/2016,klant_2,0,1
2444,2/13/2016,klant_3,0,0
2445,2/13/2016,klant_4,0,0
2446,2/13/2016,klant_5,0,0
2447,2/13/2016,klant_6,0,0
2448,2/14/2016,klant_1,46,7566
2449,2/14/2016,klant_2,1,5565
2450,2/14/2016,klant_3,0,9
2451,2/14/2016,klant_4,0,0
2452,2/14/2016,klant_5,0,0
2453,2/14/2016,klant_6,0,0
2454,2/15/2016,klant_1,7566,8675
2455,2/15/2016,klant_2,5565,1639
2456,2/15/2016,klant_3,9,7
2457,2/15/2016,klant_4,0,0
2458,2/15/2016,klant_5,0,0
2459,2/15/2016,klant_6,0,0
2460,2/16/2016,klant_1,8675,7103
2461,2/16/2016,klant_2,1639,2665
2462,2/16/2016,klant_3,7,6
2463,2/16/2016,klant_4,0,0
2464,2/16/2016,klant_5,0,0
2465,2/16/2016,klant_6,0,0
2466,2/17/2016,klant_1,7103,7661
2467,2/17/2016,klant_2,2665,1833
2468,2/17/2016,klant_3,6,4
2469,2/17/2016,klant_4,0,0
2470,2/17/2016,klant_5,0,0
2471,2/17/2016,klant_6,0,0
2472,2/18/2016,klant_1,7661,5925
2473,2/18/2016,klant_2,1833,1348
2474,2/18/2016,klant_3,4,2
2475,2/18/2016,klant_4,0,0
2476,2/18/2016,klant_5,0,0
2477,2/18/2016,klant_6,0,0
2478,2/19/2016,klant_1,5925,0
2479,2/19/2016,klant_2,1348,0
2480,2/19/2016,klant_3,2,0
2481,2/19/2016,klant_4,0,0
2482,2/19/2016,klant_5,0,0
2483,2/19/2016,klant_6,0,0
2484,2/20/2016,klant_1,0,0
2485,2/20/2016,klant_2,0,0
2486,2/20/2016,klant_3,0,0
2487,2/20/2016,klant_4,0,0
2488,2/20/2016,klant_5,0,0
2489,2/20/2016,klant_6,0,0
2490,2/21/2016,klant_1,0,8965
2491,2/21/2016,klant_2,0,5329
2492,2/21/2016,klant_3,0,8
2493,2/21/2016,klant_4,0,0
2494,2/21/2016,klant_5,0,0
2495,2/21/2016,klant_6,0,0
2496,2/22/2016,klant_1,8965,7334
2497,2/22/2016,klant_2,5329,1962
2498,2/22/2016,klant_3,8,9
2499,2/22/2016,klant_4,0,0
2500,2/22/2016,klant_5,0,0
2501,2/22/2016,klant_6,0,0
2502,2/23/2016,klant_1,7334,8416
2503,2/23/2016,klant_2,1962,1190
2504,2/23/2016,klant_3,9,6
2505,2/23/2016,klant_4,0,0
2506,2/23/2016,klant_5,0,0
2507,2/23/2016,klant_6,0,0
2508,2/24/2016,klant_1,8416,8331
2509,2/24/2016,klant_2,1190,2614
2510,2/24/2016,klant_3,6,4
2511,2/24/2016,klant_4,0,0
2512,2/24/2016,klant_5,0,0
2513,2/24/2016,klant_6,0,0
2514,2/25/2016,klant_1,8331,7570
2515,2/25/2016,klant_2,2614,2698
2516,2/25/2016,klant_3,4,8
2517,2/25/2016,klant_4,0,0
2518,2/25/2016,klant_5,0,0
2519,2/25/2016,klant_6,0,0
2520,2/26/2016,klant_1,7570,0
2521,2/26/2016,klant_2,2698,0
2522,2/26/2016,klant_3,8,0
2523,2/26/2016,klant_4,0,0
2524,2/26/2016,klant_5,0,0
2525,2/26/2016,klant_6,0,0
2526,2/27/2016,klant_1,0,4
2527,2/27/2016,klant_2,0,0
2528,2/27/2016,klant_3,0,0
2529,2/27/2016,klant_4,0,0
2530,2/27/2016,klant_5,0,0
2531,2/27/2016,klant_6,0,0
2532,2/28/2016,klant_1,4,9004
2533,2/28/2016,klant_2,0,5281
2534,2/28/2016,klant_3,0,11
2535,2/28/2016,klant_4,0,0
2536,2/28/2016,klant_5,0,0
2537,2/28/2016,klant_6,0,0
2538,2/29/2016,klant_1,9004,5393
2539,2/29/2016,klant_2,5281,1675
2540,2/29/2016,klant_3,11,4
2541,2/29/2016,klant_4,0,0
2542,2/29/2016,klant_5,0,0
2543,2/29/2016,klant_6,0,0
2544,3/1/2016,klant_1,5393,7153
2545,3/1/2016,klant_2,1675,1962
2546,3/1/2016,klant_3,4,2
2547,3/1/2016,klant_4,0,0
2548,3/1/2016,klant_5,0,0
2549,3/1/2016,klant_6,0,0
2550,3/2/2016,klant_1,7153,9494
2551,3/2/2016,klant_2,1962,2727
2552,3/2/2016,klant_3,2,4
2553,3/2/2016,klant_4,0,0
2554,3/2/2016,klant_5,0,0
2555,3/2/2016,klant_6,0,0
2556,3/3/2016,klant_1,9494,6164
2557,3/3/2016,klant_2,2727,2461
2558,3/3/2016,klant_3,4,0
2559,3/3/2016,klant_4,0,0
2560,3/3/2016,klant_5,0,0
2561,3/3/2016,klant_6,0,0
2562,3/4/2016,klant_1,6164,0
2563,3/4/2016,klant_2,2461,0
2564,3/4/2016,klant_3,0,0
2565,3/4/2016,klant_4,0,0
2566,3/4/2016,klant_5,0,0
2567,3/4/2016,klant_6,0,0
2568,3/5/2016,klant_1,0,13
2569,3/5/2016,klant_2,0,0
2570,3/5/2016,klant_3,0,0
2571,3/5/2016,klant_4,0,0
2572,3/5/2016,klant_5,0,0
2573,3/5/2016,klant_6,0,0
2574,3/6/2016,klant_1,13,9392
2575,3/6/2016,klant_2,0,4714
2576,3/6/2016,klant_3,0,7
2577,3/6/2016,klant_4,0,0
2578,3/6/2016,klant_5,0,0
2579,3/6/2016,klant_6,0,0
2580,3/7/2016,klant_1,9392,7876
2581,3/7/2016,klant_2,4714,2947
2582,3/7/2016,klant_3,7,6
2583,3/7/2016,klant_4,0,0
2584,3/7/2016,klant_5,0,0
2585,3/7/2016,klant_6,0,0
2586,3/8/2016,klant_1,7876,6698
2587,3/8/2016,klant_2,2947,2100
2588,3/8/2016,klant_3,6,4
2589,3/8/2016,klant_4,0,0
2590,3/8/2016,klant_5,0,0
2591,3/8/2016,klant_6,0,0
2592,3/9/2016,klant_1,6698,6323
2593,3/9/2016,klant_2,2100,2282
2594,3/9/2016,klant_3,4,5
2595,3/9/2016,klant_4,0,0
2596,3/9/2016,klant_5,0,0
2597,3/9/2016,klant_6,0,0
2598,3/10/2016,klant_1,6323,8172
2599,3/10/2016,klant_2,2282,1412
2600,3/10/2016,klant_3,5,6
2601,3/10/2016,klant_4,0,0
2602,3/10/2016,klant_5,0,0
2603,3/10/2016,klant_6,0,0
2604,3/11/2016,klant_1,8172,0
2605,3/11/2016,klant_2,1412,0
2606,3/11/2016,klant_3,6,0
2607,3/11/2016,klant_4,0,0
2608,3/11/2016,klant_5,0,0
2609,3/11/2016,klant_6,0,0
2610,3/12/2016,klant_1,0,1
2611,3/12/2016,klant_2,0,0
2612,3/12/2016,klant_3,0,0
2613,3/12/2016,klant_4,0,0
2614,3/12/2016,klant_5,0,0
2615,3/12/2016,klant_6,0,0
2616,3/13/2016,klant_1,1,9095
2617,3/13/2016,klant_2,0,4598
2618,3/13/2016,klant_3,0,10
2619,3/13/2016,klant_4,0,0
2620,3/13/2016,klant_5,0,0
2621,3/13/2016,klant_6,0,0
2622,3/14/2016,klant_1,9095,7493
2623,3/14/2016,klant_2,4598,2727
2624,3/14/2016,klant_3,10,7
2625,3/14/2016,klant_4,0,0
2626,3/14/2016,klant_5,0,0
2627,3/14/2016,klant_6,0,0
2628,3/15/2016,klant_1,7493,6822
2629,3/15/2016,klant_2,2727,1864
2630,3/15/2016,klant_3,7,0
2631,3/15/2016,klant_4,0,0
2632,3/15/2016,klant_5,0,0
2633,3/15/2016,klant_6,0,0
2634,3/16/2016,klant_1,6822,7146
2635,3/16/2016,klant_2,1864,1901
2636,3/16/2016,klant_3,0,3
2637,3/16/2016,klant_4,0,0
2638,3/16/2016,klant_5,0,0
2639,3/16/2016,klant_6,0,0
2640,3/17/2016,klant_1,7146,5222
2641,3/17/2016,klant_2,1901,1591
2642,3/17/2016,klant_3,3,1
2643,3/17/2016,klant_4,0,0
2644,3/17/2016,klant_5,0,0
2645,3/17/2016,klant_6,0,0
2646,3/18/2016,klant_1,5222,0
2647,3/18/2016,klant_2,1591,0
2648,3/18/2016,klant_3,1,0
2649,3/18/2016,klant_4,0,0
2650,3/18/2016,klant_5,0,0
2651,3/18/2016,klant_6,0,0
2652,3/19/2016,klant_1,0,46
2653,3/19/2016,klant_2,0,0
2654,3/19/2016,klant_3,0,0
2655,3/19/2016,klant_4,0,0
2656,3/19/2016,klant_5,0,0
2657,3/19/2016,klant_6,0,0
2658,3/20/2016,klant_1,46,7713
2659,3/20/2016,klant_2,0,5057
2660,3/20/2016,klant_3,0,6
2661,3/20/2016,klant_4,0,0
2662,3/20/2016,klant_5,0,0
2663,3/20/2016,klant_6,0,0
2664,3/21/2016,klant_1,7713,6976
2665,3/21/2016,klant_2,5057,3192
2666,3/21/2016,klant_3,6,9
2667,3/21/2016,klant_4,0,0
2668,3/21/2016,klant_5,0,0
2669,3/21/2016,klant_6,0,0
2670,3/22/2016,klant_1,6976,6626
2671,3/22/2016,klant_2,3192,1908
2672,3/22/2016,klant_3,9,3
2673,3/22/2016,klant_4,0,0
2674,3/22/2016,klant_5,0,0
2675,3/22/2016,klant_6,0,0
2676,3/23/2016,klant_1,6626,5800
2677,3/23/2016,klant_2,1908,1676
2678,3/23/2016,klant_3,3,9
2679,3/23/2016,klant_4,0,0
2680,3/23/2016,klant_5,0,0
2681,3/23/2016,klant_6,0,0
2682,3/24/2016,klant_1,5800,5147
2683,3/24/2016,klant_2,1676,1783
2684,3/24/2016,klant_3,9,0
2685,3/24/2016,klant_4,0,0
2686,3/24/2016,klant_5,0,0
2687,3/24/2016,klant_6,0,0
2688,3/25/2016,klant_1,5147,0
2689,3/25/2016,klant_2,1783,0
2690,3/25/2016,klant_3,0,0
2691,3/25/2016,klant_4,0,0
2692,3/25/2016,klant_5,0,0
2693,3/25/2016,klant_6,0,0
2694,3/26/2016,klant_1,0,0
2695,3/26/2016,klant_2,0,0
2696,3/26/2016,klant_3,0,0
2697,3/26/2016,klant_4,0,0
2698,3/26/2016,klant_5,0,0
2699,3/26/2016,klant_6,0,0
2700,3/27/2016,klant_1,0,164
2701,3/27/2016,klant_2,0,6
2702,3/27/2016,klant_3,0,0
2703,3/27/2016,klant_4,0,0
2704,3/27/2016,klant_5,0,0
2705,3/27/2016,klant_6,0,0
2706,3/28/2016,klant_1,164,8587
2707,3/28/2016,klant_2,6,5935
2708,3/28/2016,klant_3,0,4
2709,3/28/2016,klant_4,0,0
2710,3/28/2016,klant_5,0,0
2711,3/28/2016,klant_6,0,0
2712,3/29/2016,klant_1,8587,6528
2713,3/29/2016,klant_2,5935,2717
2714,3/29/2016,klant_3,4,7
2715,3/29/2016,klant_4,0,0
2716,3/29/2016,klant_5,0,0
2717,3/29/2016,klant_6,0,0
2718,3/30/2016,klant_1,6528,4667
2719,3/30/2016,klant_2,2717,2044
2720,3/30/2016,klant_3,7,9
2721,3/30/2016,klant_4,0,0
2722,3/30/2016,klant_5,0,0
2723,3/30/2016,klant_6,0,0
2724,3/31/2016,klant_1,4667,6288
2725,3/31/2016,klant_2,2044,2420
2726,3/31/2016,klant_3,9,1
2727,3/31/2016,klant_4,0,0
2728,3/31/2016,klant_5,0,0
2729,3/31/2016,klant_6,0,0
2730,4/1/2016,klant_1,6288,0
2731,4/1/2016,klant_2,2420,0
2732,4/1/2016,klant_3,1,0
2733,4/1/2016,klant_4,0,0
2734,4/1/2016,klant_5,0,0
2735,4/1/2016,klant_6,0,0
2736,4/2/2016,klant_1,0,2
2737,4/2/2016,klant_2,0,0
2738,4/2/2016,klant_3,0,0
2739,4/2/2016,klant_4,0,0
2740,4/2/2016,klant_5,0,0
2741,4/2/2016,klant_6,0,0
2742,4/3/2016,klant_1,2,8172
2743,4/3/2016,klant_2,0,5353
2744,4/3/2016,klant_3,0,6
2745,4/3/2016,klant_4,0,0
2746,4/3/2016,klant_5,0,0
2747,4/3/2016,klant_6,0,0
2748,4/4/2016,klant_1,8172,6194
2749,4/4/2016,klant_2,5353,1856
2750,4/4/2016,klant_3,6,9
2751,4/4/2016,klant_4,0,0
2752,4/4/2016,klant_5,0,0
2753,4/4/2016,klant_6,0,0
2754,4/5/2016,klant_1,6194,7267
2755,4/5/2016,klant_2,1856,2207
2756,4/5/2016,klant_3,9,4
2757,4/5/2016,klant_4,0,0
2758,4/5/2016,klant_5,0,0
2759,4/5/2016,klant_6,0,0
2760,4/6/2016,klant_1,7267,5960
2761,4/6/2016,klant_2,2207,2367
2762,4/6/2016,klant_3,4,5
2763,4/6/2016,klant_4,0,0
2764,4/6/2016,klant_5,0,0
2765,4/6/2016,klant_6,0,0
2766,4/7/2016,klant_1,5960,5757
2767,4/7/2016,klant_2,2367,3492
2768,4/7/2016,klant_3,5,3
2769,4/7/2016,klant_4,0,0
2770,4/7/2016,klant_5,0,0
2771,4/7/2016,klant_6,0,0
2772,4/8/2016,klant_1,5757,0
2773,4/8/2016,klant_2,3492,0
2774,4/8/2016,klant_3,3,0
2775,4/8/2016,klant_4,0,0
2776,4/8/2016,klant_5,0,0
2777,4/8/2016,klant_6,0,0
2778,4/9/2016,klant_1,0,4
2779,4/9/2016,klant_2,0,0
2780,4/9/2016,klant_3,0,0
2781,4/9/2016,klant_4,0,0
2782,4/9/2016,klant_5,0,0
2783,4/9/2016,klant_6,0,0
2784,4/10/2016,klant_1,4,8467
2785,4/10/2016,klant_2,0,4257
2786,4/10/2016,klant_3,0,2
2787,4/10/2016,klant_4,0,0
2788,4/10/2016,klant_5,0,0
2789,4/10/2016,klant_6,0,0
2790,4/11/2016,klant_1,8467,6736
2791,4/11/2016,klant_2,4257,3272
2792,4/11/2016,klant_3,2,6
2793,4/11/2016,klant_4,0,0
2794,4/11/2016,klant_5,0,0
2795,4/11/2016,klant_6,0,0
2796,4/12/2016,klant_1,6736,5141
2797,4/12/2016,klant_2,3272,2904
2798,4/12/2016,klant_3,6,4
2799,4/12/2016,klant_4,0,0
2800,4/12/2016,klant_5,0,0
2801,4/12/2016,klant_6,0,0
2802,4/13/2016,klant_1,5141,5641
2803,4/13/2016,klant_2,2904,1688
2804,4/13/2016,klant_3,4,6
2805,4/13/2016,klant_4,0,0
2806,4/13/2016,klant_5,0,0
2807,4/13/2016,klant_6,0,0
2808,4/14/2016,klant_1,5641,5814
2809,4/14/2016,klant_2,1688,2449
2810,4/14/2016,klant_3,6,4
2811,4/14/2016,klant_4,0,0
2812,4/14/2016,klant_5,0,0
2813,4/14/2016,klant_6,0,0
2814,4/15/2016,klant_1,5814,0
2815,4/15/2016,klant_2,2449,0
2816,4/15/2016,klant_3,4,0
2817,4/15/2016,klant_4,0,0
2818,4/15/2016,klant_5,0,0
2819,4/15/2016,klant_6,0,0
2820,4/16/2016,klant_1,0,4
2821,4/16/2016,klant_2,0,0
2822,4/16/2016,klant_3,0,0
2823,4/16/2016,klant_4,0,0
2824,4/16/2016,klant_5,0,0
2825,4/16/2016,klant_6,0,0
2826,4/17/2016,klant_1,4,7884
2827,4/17/2016,klant_2,0,4528
2828,4/17/2016,klant_3,0,6
2829,4/17/2016,klant_4,0,0
2830,4/17/2016,klant_5,0,0
2831,4/17/2016,klant_6,0,0
2832,4/18/2016,klant_1,7884,7465
2833,4/18/2016,klant_2,4528,2047
2834,4/18/2016,klant_3,6,6
2835,4/18/2016,klant_4,0,0
2836,4/18/2016,klant_5,0,0
2837,4/18/2016,klant_6,0,0
2838,4/19/2016,klant_1,7465,6396
2839,4/19/2016,klant_2,2047,1422
2840,4/19/2016,klant_3,6,6
2841,4/19/2016,klant_4,0,0
2842,4/19/2016,klant_5,0,0
2843,4/19/2016,klant_6,0,0
2844,4/20/2016,klant_1,6396,5504
2845,4/20/2016,klant_2,1422,1648
2846,4/20/2016,klant_3,6,6
2847,4/20/2016,klant_4,0,0
2848,4/20/2016,klant_5,0,0
2849,4/20/2016,klant_6,0,0
2850,4/21/2016,klant_1,5504,4848
2851,4/21/2016,klant_2,1648,2052
2852,4/21/2016,klant_3,6,6
2853,4/21/2016,klant_4,0,0
2854,4/21/2016,klant_5,0,0
2855,4/21/2016,klant_6,0,0
2856,4/22/2016,klant_1,4848,0
2857,4/22/2016,klant_2,2052,0
2858,4/22/2016,klant_3,6,0
2859,4/22/2016,klant_4,0,0
2860,4/22/2016,klant_5,0,0
2861,4/22/2016,klant_6,0,0
2862,4/23/2016,klant_1,0,89
2863,4/23/2016,klant_2,0,1
2864,4/23/2016,klant_3,0,0
2865,4/23/2016,klant_4,0,0
2866,4/23/2016,klant_5,0,0
2867,4/23/2016,klant_6,0,0
2868,4/24/2016,klant_1,89,7253
2869,4/24/2016,klant_2,1,4801
2870,4/24/2016,klant_3,0,6
2871,4/24/2016,klant_4,0,0
2872,4/24/2016,klant_5,0,0
2873,4/24/2016,klant_6,0,0
2874,4/25/2016,klant_1,7253,7782
2875,4/25/2016,klant_2,4801,1861
2876,4/25/2016,klant_3,6,7
2877,4/25/2016,klant_4,0,0
2878,4/25/2016,klant_5,0,0
2879,4/25/2016,klant_6,0,0
2880,4/26/2016,klant_1,7782,0
2881,4/26/2016,klant_2,1861,0
2882,4/26/2016,klant_3,7,0
2883,4/26/2016,klant_4,0,0
2884,4/26/2016,klant_5,0,0
2885,4/26/2016,klant_6,0,0
2886,4/27/2016,klant_1,0,7752
2887,4/27/2016,klant_2,0,3299
2888,4/27/2016,klant_3,0,10
2889,4/27/2016,klant_4,0,0
2890,4/27/2016,klant_5,0,0
2891,4/27/2016,klant_6,0,0
2892,4/28/2016,klant_1,7752,5268
2893,4/28/2016,klant_2,3299,2932
2894,4/28/2016,klant_3,10,5
2895,4/28/2016,klant_4,0,0
2896,4/28/2016,klant_5,0,0
2897,4/28/2016,klant_6,0,0
2898,4/29/2016,klant_1,5268,0
2899,4/29/2016,klant_2,2932,0
2900,4/29/2016,klant_3,5,0
2901,4/29/2016,klant_4,0,0
2902,4/29/2016,klant_5,0,0
2903,4/29/2016,klant_6,0,0
2904,4/30/2016,klant_1,0,180
2905,4/30/2016,klant_2,0,2
2906,4/30/2016,klant_3,0,0
2907,4/30/2016,klant_4,0,0
2908,4/30/2016,klant_5,0,0
2909,4/30/2016,klant_6,0,0
2910,5/1/2016,klant_1,180,8597
2911,5/1/2016,klant_2,2,5382
2912,5/1/2016,klant_3,0,6
2913,5/1/2016,klant_4,0,0
2914,5/1/2016,klant_5,0,0
2915,5/1/2016,klant_6,0,0
2916,5/2/2016,klant_1,8597,7253
2917,5/2/2016,klant_2,5382,3029
2918,5/2/2016,klant_3,6,5
2919,5/2/2016,klant_4,0,0
2920,5/2/2016,klant_5,0,0
2921,5/2/2016,klant_6,0,0
2922,5/3/2016,klant_1,7253,6603
2923,5/3/2016,klant_2,3029,2461
2924,5/3/2016,klant_3,5,5
2925,5/3/2016,klant_4,0,0
2926,5/3/2016,klant_5,0,0
2927,5/3/2016,klant_6,0,0
2928,5/4/2016,klant_1,6603,0
2929,5/4/2016,klant_2,2461,0
2930,5/4/2016,klant_3,5,0
2931,5/4/2016,klant_4,0,0
2932,5/4/2016,klant_5,0,0
2933,5/4/2016,klant_6,0,0
2934,5/5/2016,klant_1,0,5627
2935,5/5/2016,klant_2,0,3319
2936,5/5/2016,klant_3,0,2
2937,5/5/2016,klant_4,0,0
2938,5/5/2016,klant_5,0,0
2939,5/5/2016,klant_6,0,0
2940,5/6/2016,klant_1,5627,0
2941,5/6/2016,klant_2,3319,0
2942,5/6/2016,klant_3,2,0
2943,5/6/2016,klant_4,0,0
2944,5/6/2016,klant_5,0,0
2945,5/6/2016,klant_6,0,0
2946,5/7/2016,klant_1,0,2
2947,5/7/2016,klant_2,0,1
2948,5/7/2016,klant_3,0,0
2949,5/7/2016,klant_4,0,0
2950,5/7/2016,klant_5,0,0
2951,5/7/2016,klant_6,0,0
2952,5/8/2016,klant_1,2,8894
2953,5/8/2016,klant_2,1,6180
2954,5/8/2016,klant_3,0,7
2955,5/8/2016,klant_4,0,0
2956,5/8/2016,klant_5,0,0
2957,5/8/2016,klant_6,0,0
2958,5/9/2016,klant_1,8894,5568
2959,5/9/2016,klant_2,6180,2110
2960,5/9/2016,klant_3,7,6
2961,5/9/2016,klant_4,0,0
2962,5/9/2016,klant_5,0,0
2963,5/9/2016,klant_6,0,0
2964,5/10/2016,klant_1,5568,4744
2965,5/10/2016,klant_2,2110,1804
2966,5/10/2016,klant_3,6,5
2967,5/10/2016,klant_4,0,0
2968,5/10/2016,klant_5,0,0
2969,5/10/2016,klant_6,0,0
2970,5/11/2016,klant_1,4744,5003
2971,5/11/2016,klant_2,1804,1990
2972,5/11/2016,klant_3,5,3
2973,5/11/2016,klant_4,0,1
2974,5/11/2016,klant_5,0,0
2975,5/11/2016,klant_6,0,0
2976,5/12/2016,klant_1,5003,4937
2977,5/12/2016,klant_2,1990,1717
2978,5/12/2016,klant_3,3,5
2979,5/12/2016,klant_4,1,0
2980,5/12/2016,klant_5,0,0
2981,5/12/2016,klant_6,0,0
2982,5/13/2016,klant_1,4937,4
2983,5/13/2016,klant_2,1717,0
2984,5/13/2016,klant_3,5,0
2985,5/13/2016,klant_4,0,0
2986,5/13/2016,klant_5,0,0
